4921.738630487867,4009.887854718346,2936.749532195065,2549.318587261421,2974.9212881590934,5694.323280990952,10048.100756143242,11244.755731302013,14695.25439370808,23720.32080237075,33184.13642751588,37568.554018983654,32854.35329909252,35435.645834949144,42663.75638121875,44365.0908236705,45135.832837573405,44384.55994424465,37959.701878603766,32504.028649299707,29888.344443512295,24778.878631284457,14099.628711328598,8380.61264923843,5514.151821658251
3739.6335824245593,3398.4927073089652,3937.6421321636662,6777.006295970552,15146.836663153172,28018.168108141632,39413.88023782519,31034.718052373428,30073.618219470387,33062.447307175404,34306.98426272756,30170.02529202819,30559.224063489848,32674.88989237931,32558.809778923638,29531.535123442467,30555.321195100725,23616.3591495556,17221.16443372031,13024.221353502442,10360.758894548553,7516.657995996901,5993.848665360224,4038.459729311333,3627.32507689706
3363.4112617048104,4048.9648718299586,5917.0530372712265,11393.574028939744,17761.908227317264,28760.573992595997,27097.734365988785,30041.730198677797,33457.67564385779,33524.6355288437,29207.65294498366,31415.739494097495,33645.89481127077,34366.857190997944,34325.84888157954,29485.105765733886,26052.805720192933,16217.758836405064,13547.04163571575,11264.320593796076,8468.363425204541,6505.60878512306,5135.021455395506,3885.8640387996406,3540.880412595125
4198.2333762722365,7205.599112214152,15918.33663435769,23285.51357332283,30168.666961367893,29757.929877562456,34822.73185681235,38535.842037097704,38741.75554235116,29028.116087467628,33968.22129132456,37367.50548582298,37492.30197975201,36916.69842340332,39022.19989705595,32903.03151475234,21911.4302146402,16630.40651806511,13289.218973750358,9117.700472112396,6764.721879976398,4768.43593617027,4025.7685187990633,3624.0984448168488,4201.0981834355825
7225.136341376879,15878.02876767189,24525.234769215098,30803.899936752256,31022.049158818696,35841.5778585264,35672.951064407076,31619.69454697128,32723.481636655473,32691.690470414927,35148.2459532125,36980.87401268457,36046.06986399084,38207.83308834939,33739.85484812844,24764.45628474457,17864.813745209194,13104.653213242505,9385.713870835423,6728.757836367914,5647.563631961521,4179.816359108793,3632.279198226003,4051.557077029573,6712.2422630854735
14713.254265096195,23655.698683979692,31369.11985063083,32641.889043154653,36115.24891685266,37776.08518620328,37788.2921605729,36890.02980567631,39535.927743399436,40358.168680202674,42037.64241916654,46015.5192772127,49840.58115257492,46355.683280802215,37487.906232973524,31745.93635571568,24734.64866422751,13530.583928467666,9460.74721991329,6684.222027020519,4278.560563644949,3896.9830424181673,3921.2323678168245,5082.3582535376945,13500.172884628995
20113.955707742756,24425.85958794437,31795.012640828747,39460.584385168266,44989.52347420996,51076.395634340966,42773.44069006718,44518.30327802333,46140.41911448859,48312.098140462804,46814.957571914485,46889.74101066708,40804.84253102954,31284.81923284228,23913.999936611246,19950.856264043585,13434.143848018157,7985.269213445287,5017.215844242619,3763.2842299779,3095.351684560536,1820.1345702526232,2918.1305530694767,5943.705722822825,9170.327188620833
10870.78737446865,15767.267670965173,24315.829595223848,34270.756550551334,34485.22252796267,35213.38514391182,40278.456726991666,44976.77745333015,43846.17089692824,43815.22781783969,40858.719789166,37570.98018606994,34359.86847524677,33511.37064764744,25616.8088625184,14339.90321984185,8462.635411003961,4730.816537500205,3465.821004365352,3299.6633344066377,4137.864717790677,6312.444299563391,15313.387737788935,31023.66681386466,39452.10418361503
34397.169751658446,34627.900634881276,37640.28603428463,37869.35002474924,32411.158745756242,34363.598497514446,36396.33708720084,29157.597221229564,35389.61234033874,36452.982844477,31015.483806778895,20379.62860367801,16655.51814395383,13395.692008780734,9360.048875367163,6484.975567641956,4734.379692225114,3903.3618954685403,3630.1695312553284,4206.006751512033,7186.932860931228,14945.108278380072,22256.85711635449,30214.122612218827,30032.935978500103
33658.72722186299,37996.385990977265,35461.32444834133,33251.12547224755,33386.790909178635,35951.95930418214,33257.494895668955,35832.7940099674,35890.347144616295,31711.602592582545,21170.1217133931,15594.0401576856,12538.697757676182,8613.989695220132,6489.220414319872,4687.199551124726,3831.161764959112,3700.3225682522834,4201.0981834355825,6833.478609003109,14647.384483513884,24128.457262965323,32314.737527809204,27256.963475787183,32206.2535364845
